[LLM_USAGE] {"timestamp":"2026-01-28T14:33:19.007Z","requestId":"c8ecdd89-c4ba-49fd-ac7d-297e515de0ff","component":"chat","model":"gpt-4.1-mini","provider":"openai","promptTokens":2785,"completionTokens":40,"totalTokens":2825,"costUsd":0.000442,"latencyMs":3886,"success":true}
[LLM_USAGE] {"timestamp":"2026-01-29T13:25:34.344Z","requestId":"a338ab28-2426-4f11-8b89-252b3c4f69de","component":"chat","model":"gpt-4.1-mini","provider":"openai","promptTokens":2258,"completionTokens":92,"totalTokens":2350,"costUsd":0.000394,"latencyMs":6334,"success":true}
[LLM_USAGE] {"timestamp":"2026-01-29T13:35:31.081Z","requestId":"f901035d-8e85-4e53-91ab-da63e47df8ba","component":"chat","model":"gpt-4.1-mini","provider":"openai","promptTokens":3556,"completionTokens":159,"totalTokens":3715,"costUsd":0.000629,"latencyMs":5870,"success":true}
[LLM_USAGE] {"timestamp":"2026-02-15T08:20:07.921Z","requestId":"d12a8a6f-a242-4160-9554-1adab5d37d90","component":"chat","model":"gpt-4.1-mini","provider":"openai","promptTokens":3112,"completionTokens":77,"totalTokens":3189,"costUsd":0.000513,"latencyMs":6876,"success":true}
[LLM_USAGE] {"timestamp":"2026-02-16T04:33:05.665Z","requestId":"3f0e59ed-6a88-4dea-8f50-823e9a00cbd2","sessionId":"smoke-test-session","component":"chat","model":"gpt-4.1-mini","provider":"openai","promptTokens":3130,"completionTokens":79,"totalTokens":3209,"costUsd":0.000517,"latencyMs":5684,"success":true}
[LLM_USAGE] {"timestamp":"2026-02-16T04:33:13.856Z","requestId":"b6246ad8-e97f-4b84-add7-25b32eefa7bf","sessionId":"smoke-test-session","component":"chat","model":"gpt-4.1-mini","provider":"openai","promptTokens":2866,"completionTokens":55,"totalTokens":2921,"costUsd":0.000463,"latencyMs":2145,"success":true}
[LLM_USAGE] {"timestamp":"2026-02-16T04:33:20.445Z","requestId":"b083dfa4-8e16-46ff-8245-668f235216bd","sessionId":"smoke-test-session","component":"chat","model":"gpt-4.1-mini","provider":"openai","promptTokens":3640,"completionTokens":43,"totalTokens":3683,"costUsd":0.000572,"latencyMs":1653,"success":true}
[LLM_USAGE] {"timestamp":"2026-02-16T05:49:44.451Z","requestId":"ec176d3c-c790-4b6e-8120-7467c67b24af","sessionId":"sim_vague_communicator_vague_memory_recall_0216_0649","component":"chat","model":"gpt-4.1-mini","provider":"openai","promptTokens":2291,"completionTokens":127,"totalTokens":2418,"costUsd":0.00042,"latencyMs":5146,"success":true}
[LLM_USAGE] {"timestamp":"2026-02-16T05:49:52.819Z","requestId":"47c3e927-75be-48ae-aca1-3791ba66b8cb","sessionId":"sim_vague_communicator_vague_memory_recall_0216_0649","component":"chat","model":"gpt-4.1-mini","provider":"openai","promptTokens":3256,"completionTokens":138,"totalTokens":3394,"costUsd":0.000571,"latencyMs":5195,"success":true}
[LLM_USAGE] {"timestamp":"2026-02-16T05:50:01.212Z","requestId":"220ac5a3-7563-4c4f-a010-89a8f36599d3","sessionId":"sim_vague_communicator_vague_memory_recall_0216_0649","component":"chat","model":"gpt-4.1-mini","provider":"openai","promptTokens":2922,"completionTokens":154,"totalTokens":3076,"costUsd":0.000531,"latencyMs":2723,"success":true}
[LLM_USAGE] {"timestamp":"2026-02-16T05:50:06.839Z","requestId":"9520ba6f-7649-428f-a7da-234cca30fd5a","sessionId":"sim_vague_communicator_vague_memory_recall_0216_0649","component":"chat","model":"gpt-4.1-mini","provider":"openai","promptTokens":2736,"completionTokens":166,"totalTokens":2902,"costUsd":0.00051,"latencyMs":3138,"success":true}
[LLM_USAGE] {"timestamp":"2026-02-16T05:50:15.224Z","requestId":"06d14ff0-50a3-4b93-959e-924a5e36fb38","sessionId":"sim_vague_communicator_specific_memory_recall_0216_0650","component":"chat","model":"gpt-4.1-mini","provider":"openai","promptTokens":3370,"completionTokens":13,"totalTokens":3383,"costUsd":0.000513,"latencyMs":892,"success":true}
[LLM_USAGE] {"timestamp":"2026-02-16T05:50:19.639Z","requestId":"200fff02-2186-4d50-a84f-0a2e8473ed46","sessionId":"sim_vague_communicator_specific_memory_recall_0216_0650","component":"chat","model":"gpt-4.1-mini","provider":"openai","promptTokens":3996,"completionTokens":60,"totalTokens":4056,"costUsd":0.000635,"latencyMs":1253,"success":true}
[LLM_USAGE] {"timestamp":"2026-02-16T05:50:22.755Z","requestId":"aabc2726-227b-4d63-b62d-f871a120af33","sessionId":"sim_vague_communicator_specific_memory_recall_0216_0650","component":"chat","model":"gpt-4.1-mini","provider":"openai","promptTokens":4314,"completionTokens":37,"totalTokens":4351,"costUsd":0.000669,"latencyMs":2066,"success":true}
[LLM_USAGE] {"timestamp":"2026-02-16T05:50:32.749Z","requestId":"7f236315-5154-401d-847d-96514e40f02f","sessionId":"sim_vague_communicator_memory_storage_test_0216_0650","component":"chat","model":"gpt-4.1-mini","provider":"openai","promptTokens":3281,"completionTokens":120,"totalTokens":3401,"costUsd":0.000564,"latencyMs":2106,"success":true}
[LLM_USAGE] {"timestamp":"2026-02-16T05:50:36.437Z","requestId":"87886a27-3b37-41a2-a331-65d9a1d7904d","sessionId":"sim_vague_communicator_memory_storage_test_0216_0650","component":"chat","model":"gpt-4.1-mini","provider":"openai","promptTokens":2727,"completionTokens":52,"totalTokens":2779,"costUsd":0.00044,"latencyMs":1297,"success":true}
[LLM_USAGE] {"timestamp":"2026-02-16T05:50:39.190Z","requestId":"cd2bcc35-6f40-4c29-9721-f406795dc9fd","sessionId":"sim_vague_communicator_memory_storage_test_0216_0650","component":"chat","model":"gpt-4.1-mini","provider":"openai","promptTokens":2920,"completionTokens":56,"totalTokens":2976,"costUsd":0.000472,"latencyMs":1605,"success":true}
[LLM_USAGE] {"timestamp":"2026-02-16T05:50:42.482Z","requestId":"ff9f2616-5d0e-4cdc-b11c-3609d017a8ad","sessionId":"sim_vague_communicator_memory_storage_test_0216_0650","component":"chat","model":"gpt-4.1-mini","provider":"openai","promptTokens":3060,"completionTokens":47,"totalTokens":3107,"costUsd":0.000487,"latencyMs":1592,"success":true}
[LLM_USAGE] {"timestamp":"2026-02-16T05:50:45.242Z","requestId":"6910ad4f-b809-430f-a5a1-1fadd185ccec","sessionId":"sim_vague_communicator_memory_storage_test_0216_0650","component":"chat","model":"gpt-4.1-mini","provider":"openai","promptTokens":2721,"completionTokens":299,"totalTokens":3020,"costUsd":0.000588,"latencyMs":4667,"success":true}
[LLM_USAGE] {"timestamp":"2026-02-16T05:50:51.577Z","requestId":"e1af700d-5cbc-4e45-a8af-75d8014667fb","sessionId":"sim_vague_communicator_memory_storage_test_0216_0650","component":"chat","model":"gpt-4.1-mini","provider":"openai","promptTokens":3117,"completionTokens":68,"totalTokens":3185,"costUsd":0.000508,"latencyMs":1472,"success":true}
